invoice_id,counterparty_canonical,expected_amount,expected_date,payment_method,status
INV-42-001047,Lenskart Solutions Pvt Ltd,4341.02,2026-04-25,UPI,paid
INV-42-001048,Priya Menon Consulting,22181.2,2026-04-29,RTGS,paid
INV-42-001049,Cred Avenue Pvt Ltd,2122.76,2026-05-10,UPI,paid
INV-42-001050,Meesho Inc,2821.15,2026-05-21,UPI,paid
INV-42-001051,Zomato Ltd,6233.37,2026-05-31,UPI,paid
INV-42-001052,BigBasket Supermarket Pvt Ltd,9960.95,2025-08-18,UPI,paid
INV-42-001053,Deepika Textiles Pvt Ltd,49465.75,2026-07-25,UPI,unpaid
INV-42-001054,Rahul Sharma,8706.99,2025-02-21,card,paid
INV-42-001055,BigBasket Supermarket Pvt Ltd,14665.07,2025-04-19,RTGS,paid
INV-42-001056,PharmEasy Health Solutions,1988.32,2026-06-04,UPI,paid
INV-42-001057,PharmEasy Health Solutions,4561.04,2026-06-03,UPI,paid
INV-42-001058,Swiggy Bundl Technologies,2531.6,2025-05-06,RTGS,paid
INV-42-001059,BigBasket Supermarket Pvt Ltd,14050.36,2026-05-01,UPI,paid
INV-42-001060,Swiggy Bundl Technologies,3628.63,2026-01-05,NEFT,paid
INV-42-001061,Deepika Textiles Pvt Ltd,10048.15,2025-05-22,RTGS,paid
INV-42-001062,BigBasket Supermarket Pvt Ltd,5263.56,2026-01-06,card,paid
INV-42-001063,Deepika Textiles Pvt Ltd,16255.28,2025-03-13,UPI,paid
INV-42-001064,Sundaram Logistics Pvt Ltd,26308.03,2025-06-04,card,paid
INV-42-001065,Cred Avenue Pvt Ltd,21374.73,2026-06-17,card,paid
INV-42-001066,PharmEasy Health Solutions,94052.91,2025-11-18,card,paid
INV-42-001067,Tata Consultancy Services,13896.75,2026-02-18,UPI,paid
INV-42-001068,Urban Company,29127.1,2025-12-20,card,paid
INV-42-001069,BigBasket Supermarket Pvt Ltd,4150.02,2025-02-07,UPI,paid
INV-42-001070,Anand Freelance Studio,27532.17,2026-07-08,UPI,paid
INV-42-001071,Urban Company,9279.75,2025-06-13,UPI,paid
INV-42-001072,Urban Company,879.41,2025-11-08,NEFT,paid
INV-42-001073,Swiggy Bundl Technologies,879.41,2025-11-09,UPI,paid
INV-42-001074,Cred Avenue Pvt Ltd,6399.97,2025-05-08,UPI,paid
INV-42-001075,Zomato Ltd,5852.08,2026-08-19,NEFT,paid
INV-42-001076,Cred Avenue Pvt Ltd,9201.1,2025-12-25,UPI,paid
INV-42-001077,Deepika Textiles Pvt Ltd,9201.1,2025-12-27,NEFT,paid
INV-42-001078,Priya Menon Consulting,8436.81,2025-12-02,UPI,paid
INV-42-001079,Deepika Textiles Pvt Ltd,7460.23,2026-03-12,RTGS,paid
INV-42-001080,Zomato Ltd,25471.17,2026-04-02,UPI,paid
INV-42-001081,BigBasket Supermarket Pvt Ltd,12229.98,2025-09-28,NEFT,paid
INV-42-001082,Sundaram Logistics Pvt Ltd,14966.67,2025-06-16,UPI,paid
INV-42-001083,Priya Menon Consulting,1168.4,2026-06-26,UPI,paid
INV-42-001084,Nykaa E-Retail Pvt Ltd,10564.53,2025-05-04,UPI,paid
INV-42-001085,Urban Company,3466.46,2026-01-19,UPI,paid
INV-42-001086,Ola Fleet Technologies,2108.24,2025-02-19,card,paid
INV-42-001087,Tata Consultancy Services,1237.01,2025-01-03,UPI,paid
INV-42-001088,PharmEasy Health Solutions,6014.46,2026-08-03,UPI,paid
INV-42-001089,Infosys BPM Ltd,4196.08,2026-04-17,RTGS,paid
INV-42-001090,Swiggy Bundl Technologies,11924.15,2026-02-24,UPI,paid
INV-42-001091,Infosys BPM Ltd,7175.43,2025-04-01,card,paid
INV-42-001092,Zomato Ltd,7175.43,2025-04-03,NEFT,paid
INV-42-001093,Tata Consultancy Services,15205.42,2025-03-29,UPI,paid
INV-42-001094,Meesho Inc,1625.58,2025-07-13,RTGS,paid
INV-42-001095,Zomato Ltd,13656.07,2025-01-20,UPI,paid
INV-42-001096,Ola Fleet Technologies,28129.65,2025-03-28,RTGS,paid
INV-42-001097,BigBasket Supermarket Pvt Ltd,2191.96,2026-03-01,UPI,paid
INV-42-001098,Infosys BPM Ltd,8868.52,2025-07-07,UPI,paid
INV-42-001099,Tata Consultancy Services,6820.46,2025-11-30,UPI,paid
INV-42-001100,Tata Consultancy Services,18356.08,2025-05-04,UPI,paid
INV-42-001101,Meesho Inc,3540.49,2026-06-01,UPI,paid
INV-42-001102,Zomato Ltd,7393.82,2026-05-11,UPI,paid
INV-42-001103,Lenskart Solutions Pvt Ltd,9396.38,2026-07-23,NEFT,paid
INV-42-001104,Meesho Inc,4710.03,2026-05-28,UPI,paid
INV-42-001105,Infosys BPM Ltd,8960.41,2026-07-23,UPI,unpaid
INV-42-001106,BigBasket Supermarket Pvt Ltd,16572.5,2025-06-21,UPI,paid
INV-42-001107,Nykaa E-Retail Pvt Ltd,20772.69,2026-01-25,card,paid
INV-42-001108,Freshworks Inc,16846.52,2025-06-15,NEFT,paid
INV-42-001109,Tata Consultancy Services,6739.14,2025-05-24,NEFT,paid
INV-42-001110,PharmEasy Health Solutions,3289.29,2025-11-22,card,unpaid
INV-42-001111,Cred Avenue Pvt Ltd,2870.61,2025-11-26,UPI,paid
INV-42-001112,Meesho Inc,5609.96,2025-06-27,UPI,paid
INV-42-001113,Priya Menon Consulting,19484.84,2025-03-21,UPI,paid
INV-42-001114,Ola Fleet Technologies,19484.84,2025-03-24,UPI,paid
INV-42-001115,Sundaram Logistics Pvt Ltd,5020.33,2026-02-01,UPI,paid
INV-42-001116,Priya Menon Consulting,1973.29,2025-07-17,UPI,paid
INV-42-001117,Zomato Ltd,6366.32,2025-11-07,RTGS,paid
INV-42-001118,Sundaram Logistics Pvt Ltd,7805.9,2025-08-03,UPI,paid
INV-42-001119,Cred Avenue Pvt Ltd,11152.41,2026-08-02,UPI,paid
INV-42-001120,Anand Freelance Studio,13187.39,2025-01-24,card,paid
INV-42-001121,Urban Company,3404.19,2026-04-10,UPI,paid
INV-42-001122,Rahul Sharma,39540.13,2025-11-27,UPI,paid
INV-42-001123,Tata Consultancy Services,13650.28,2026-01-06,UPI,unpaid
INV-42-001124,Anand Freelance Studio,8718.35,2026-02-06,UPI,paid
INV-42-001125,Meesho Inc,29177.15,2025-03-18,card,paid
INV-42-001126,Tata Consultancy Services,2245.64,2025-01-25,NEFT,paid
INV-42-001127,Tata Consultancy Services,5260.9,2025-09-02,card,paid
INV-42-001128,Ola Fleet Technologies,8432.09,2025-03-16,RTGS,paid
INV-42-001129,Deepika Textiles Pvt Ltd,12831.17,2025-03-29,card,paid
INV-42-001130,Infosys BPM Ltd,10948.22,2025-04-15,NEFT,paid
INV-42-001131,Zomato Ltd,10948.22,2025-04-16,RTGS,paid
INV-42-001132,Meesho Inc,2940.95,2025-01-11,UPI,paid
INV-42-001133,BigBasket Supermarket Pvt Ltd,9961.85,2025-01-27,UPI,paid
INV-42-001134,Freshworks Inc,1780.56,2025-03-11,NEFT,paid
INV-42-001135,Lenskart Solutions Pvt Ltd,2500.2,2025-12-30,UPI,paid
INV-42-001136,BigBasket Supermarket Pvt Ltd,1148.52,2025-03-03,UPI,paid
INV-42-001137,Urban Company,11669.06,2026-08-21,card,paid
INV-42-001138,Swiggy Bundl Technologies,5169.06,2026-01-13,card,paid
INV-42-001139,Cred Avenue Pvt Ltd,3946.02,2026-07-27,card,paid
INV-42-001140,Freshworks Inc,15818.04,2026-05-03,NEFT,paid
INV-42-001141,Swiggy Bundl Technologies,5798.22,2025-02-13,UPI,paid
INV-42-001142,Cred Avenue Pvt Ltd,14174.9,2025-08-07,UPI,paid
INV-42-001143,Deepika Textiles Pvt Ltd,14174.9,2025-08-09,RTGS,paid
INV-42-001144,Infosys BPM Ltd,3344.27,2025-01-07,UPI,paid
INV-42-001145,Zomato Ltd,3506.96,2025-07-19,NEFT,paid
INV-42-001146,Infosys BPM Ltd,5288.1,2025-09-26,NEFT,paid
INV-42-001147,PharmEasy Health Solutions,5288.1,2025-09-25,UPI,paid
INV-42-001148,Freshworks Inc,5381.92,2025-05-21,UPI,paid
INV-42-001149,Swiggy Bundl Technologies,21353.03,2025-09-03,UPI,paid
INV-42-001150,Freshworks Inc,9965.26,2026-03-21,card,paid
INV-42-001151,Swiggy Bundl Technologies,3768.48,2026-01-19,UPI,paid
INV-42-001152,Cred Avenue Pvt Ltd,20460.44,2025-10-29,RTGS,paid
INV-42-001153,Zomato Ltd,17211.74,2025-03-25,RTGS,paid
INV-42-001154,Meesho Inc,3501.09,2026-06-06,UPI,paid
INV-42-001155,Freshworks Inc,16177.48,2026-05-10,NEFT,paid
INV-42-001156,Tata Consultancy Services,1163.91,2026-08-21,NEFT,paid
INV-42-001157,Lenskart Solutions Pvt Ltd,7356.67,2025-08-12,UPI,paid
INV-42-001158,Meesho Inc,23725.48,2026-07-18,UPI,paid
INV-42-001159,Zomato Ltd,23725.48,2026-07-21,UPI,paid
INV-42-001160,Meesho Inc,7033.23,2026-03-13,UPI,paid
INV-42-001161,Infosys BPM Ltd,8060.91,2025-01-26,UPI,paid
INV-42-001162,Cred Avenue Pvt Ltd,6392.63,2026-05-29,UPI,paid
INV-42-001163,Deepika Textiles Pvt Ltd,4555.16,2025-12-04,UPI,paid
INV-42-001164,Deepika Textiles Pvt Ltd,15662.05,2025-05-22,card,paid
INV-42-001165,Anand Freelance Studio,1418.86,2026-02-18,card,paid
INV-42-001166,Deepika Textiles Pvt Ltd,16823.32,2025-08-03,UPI,paid
INV-42-001167,Deepika Textiles Pvt Ltd,33976.55,2026-04-18,UPI,paid
INV-42-001168,PharmEasy Health Solutions,1220.17,2026-03-04,UPI,paid
INV-42-001169,Urban Company,5126.09,2025-05-12,UPI,paid
INV-42-001170,Nykaa E-Retail Pvt Ltd,11849.55,2025-08-19,UPI,paid
INV-42-001171,BigBasket Supermarket Pvt Ltd,20545.79,2025-11-30,NEFT,paid
INV-42-001172,Zomato Ltd,9771.91,2026-01-26,UPI,paid
INV-42-001173,Urban Company,4722.79,2026-08-07,card,paid
INV-42-001174,Tata Consultancy Services,1702.04,2025-07-01,UPI,paid
INV-42-001175,Nykaa E-Retail Pvt Ltd,21985.59,2025-08-27,UPI,paid
INV-42-001176,BigBasket Supermarket Pvt Ltd,3027.37,2025-03-12,UPI,paid
INV-42-001177,Freshworks Inc,18557.73,2026-05-02,UPI,paid
INV-42-001178,Vikram Enterprises,18557.73,2026-05-03,NEFT,paid
INV-42-001179,Rahul Sharma,3610.27,2026-06-23,UPI,paid
INV-42-001180,Nykaa E-Retail Pvt Ltd,7631.65,2025-04-04,UPI,paid
INV-42-001181,BigBasket Supermarket Pvt Ltd,23684.84,2025-11-01,UPI,paid
INV-42-001182,PharmEasy Health Solutions,6905.93,2026-03-19,UPI,paid
INV-42-001183,Freshworks Inc,9649.77,2025-02-14,UPI,paid
INV-42-001184,Swiggy Bundl Technologies,9649.77,2025-02-17,card,paid
INV-42-001185,Rahul Sharma,4558.61,2025-05-05,card,paid
INV-42-001186,Swiggy Bundl Technologies,14921.97,2026-04-07,UPI,paid
INV-42-001187,Zomato Ltd,13412.17,2025-12-18,NEFT,paid
INV-42-001188,BigBasket Supermarket Pvt Ltd,21102.34,2026-04-21,UPI,paid
INV-42-001189,Urban Company,15303.39,2025-01-19,NEFT,paid
INV-42-001190,Swiggy Bundl Technologies,12686.66,2025-01-12,NEFT,paid
INV-42-001191,Infosys BPM Ltd,11439.16,2025-02-18,RTGS,paid
INV-42-001192,Cred Avenue Pvt Ltd,6347.62,2025-02-23,NEFT,paid
INV-42-001193,Infosys BPM Ltd,4386.27,2025-09-02,UPI,paid
INV-42-001194,Zomato Ltd,10900.77,2025-04-09,RTGS,paid
INV-42-001195,Swiggy Bundl Technologies,3361.77,2025-04-21,RTGS,paid
INV-42-001196,Cred Avenue Pvt Ltd,151917.4,2026-02-09,card,paid
INV-42-001197,Freshworks Inc,6198.31,2026-02-16,NEFT,paid
INV-42-001198,Freshworks Inc,2290.45,2025-10-13,NEFT,paid
INV-42-001199,Zomato Ltd,4349.74,2026-05-27,card,paid
INV-42-001200,Urban Company,20765.17,2025-05-17,UPI,paid
INV-42-001201,PharmEasy Health Solutions,1220.1,2026-05-09,UPI,paid
INV-42-001202,Lenskart Solutions Pvt Ltd,6895.91,2025-08-27,UPI,paid
INV-42-001203,Zomato Ltd,3789.0,2026-03-15,RTGS,paid
INV-42-001204,Zomato Ltd,6152.24,2025-06-05,UPI,paid
INV-42-001205,Razorpay Software Pvt Ltd,3990.63,2025-05-18,UPI,paid
INV-42-001206,Deepika Textiles Pvt Ltd,34085.56,2025-10-23,RTGS,paid
INV-42-001207,Anand Freelance Studio,5968.48,2025-02-25,card,paid
INV-42-001208,Razorpay Software Pvt Ltd,22725.67,2026-01-26,UPI,paid
INV-42-001209,Cred Avenue Pvt Ltd,2159.57,2025-07-17,UPI,paid
INV-42-001210,Vikram Enterprises,4025.35,2026-07-17,RTGS,unpaid
INV-42-001211,Razorpay Software Pvt Ltd,2847.28,2025-09-08,UPI,paid
INV-42-001212,Tata Consultancy Services,4476.22,2026-01-04,UPI,paid
INV-42-001213,BigBasket Supermarket Pvt Ltd,8356.77,2025-06-09,RTGS,paid
INV-42-001214,Zomato Ltd,2311.44,2025-11-04,NEFT,paid
INV-42-001215,Anand Freelance Studio,4029.19,2026-04-10,UPI,paid
INV-42-001216,Nykaa E-Retail Pvt Ltd,3284.55,2025-07-20,UPI,paid
INV-42-001217,Zomato Ltd,8135.02,2026-05-19,UPI,paid
INV-42-001218,BigBasket Supermarket Pvt Ltd,14869.76,2025-11-12,NEFT,paid
INV-42-001219,BigBasket Supermarket Pvt Ltd,5381.02,2025-07-18,RTGS,paid
INV-42-001220,Deepika Textiles Pvt Ltd,14709.95,2026-05-16,NEFT,paid
INV-42-001221,Zomato Ltd,5958.73,2025-09-10,UPI,paid
INV-42-001222,Ola Fleet Technologies,15136.39,2025-06-01,UPI,paid
INV-42-001223,Rahul Sharma,3122.67,2025-06-15,UPI,paid
INV-42-001224,Cred Avenue Pvt Ltd,23590.65,2025-03-24,UPI,paid
INV-42-001225,BigBasket Supermarket Pvt Ltd,16017.58,2025-11-06,UPI,paid
INV-42-001226,PharmEasy Health Solutions,13353.29,2025-04-02,UPI,paid
INV-42-001227,Ola Fleet Technologies,15736.11,2025-08-03,card,paid
INV-42-001228,Tata Consultancy Services,15337.73,2025-10-23,NEFT,paid
INV-42-001229,Infosys BPM Ltd,12002.05,2025-07-06,UPI,paid
INV-42-001230,Meesho Inc,4650.0,2025-07-07,RTGS,paid
INV-42-001231,Sundaram Logistics Pvt Ltd,22604.83,2025-04-22,card,paid
INV-42-001232,Tata Consultancy Services,6241.49,2025-12-17,UPI,paid
INV-42-001233,Nykaa E-Retail Pvt Ltd,27198.61,2025-02-12,UPI,paid
INV-42-001234,Zomato Ltd,7613.36,2026-03-16,UPI,paid
INV-42-001235,Infosys BPM Ltd,5568.15,2026-01-05,NEFT,paid
INV-42-001236,Zomato Ltd,5814.45,2025-04-13,UPI,paid
INV-42-001237,BigBasket Supermarket Pvt Ltd,21297.45,2025-09-12,UPI,paid
INV-42-001238,Cred Avenue Pvt Ltd,7591.26,2025-07-12,UPI,paid
INV-42-001239,Vikram Enterprises,3828.91,2025-02-16,card,paid
INV-42-001240,Rahul Sharma,3647.97,2025-03-25,UPI,paid
INV-42-001241,Vikram Enterprises,7274.24,2025-04-13,NEFT,paid
INV-42-001242,Freshworks Inc,2571.02,2026-08-09,RTGS,paid
INV-42-001243,Zomato Ltd,8074.7,2026-07-16,card,paid
INV-42-001244,Lenskart Solutions Pvt Ltd,31469.95,2026-07-08,UPI,paid
INV-42-001245,Deepika Textiles Pvt Ltd,10623.95,2026-03-22,card,paid
INV-42-001246,Lenskart Solutions Pvt Ltd,5247.42,2025-10-15,UPI,paid
INV-42-001247,Nykaa E-Retail Pvt Ltd,2420.58,2026-05-19,UPI,paid
INV-42-001248,PharmEasy Health Solutions,12539.4,2026-01-22,card,paid
INV-42-001249,Anand Freelance Studio,24483.66,2026-03-24,RTGS,paid
INV-42-001250,Swiggy Bundl Technologies,12422.88,2026-01-12,UPI,paid
INV-42-001251,Infosys BPM Ltd,13776.96,2026-07-03,UPI,paid
INV-42-001252,BigBasket Supermarket Pvt Ltd,64124.7,2025-05-10,UPI,paid
INV-42-001253,Freshworks Inc,5709.68,2026-04-17,UPI,paid
INV-42-001254,Tata Consultancy Services,2087.69,2025-05-31,NEFT,paid
INV-42-001255,Rahul Sharma,38797.49,2025-11-24,UPI,paid
INV-42-001256,Swiggy Bundl Technologies,6662.64,2026-05-22,UPI,unpaid
INV-42-001257,Zomato Ltd,14260.88,2025-08-04,RTGS,paid
INV-42-001258,Freshworks Inc,13372.0,2025-06-13,card,paid
INV-42-001259,Tata Consultancy Services,15575.29,2026-06-25,NEFT,paid
INV-42-001260,Lenskart Solutions Pvt Ltd,16106.48,2025-04-10,UPI,paid
INV-42-001261,Meesho Inc,14713.63,2025-06-17,NEFT,paid
INV-42-001262,Nykaa E-Retail Pvt Ltd,17607.72,2025-07-20,NEFT,paid
INV-42-001263,Anand Freelance Studio,11652.2,2025-06-01,UPI,paid
INV-42-001264,Infosys BPM Ltd,7186.74,2026-02-18,UPI,paid
INV-42-001265,BigBasket Supermarket Pvt Ltd,3810.99,2025-06-26,NEFT,paid
INV-42-001266,Priya Menon Consulting,30800.47,2026-04-20,card,paid
INV-42-001267,Tata Consultancy Services,11776.44,2025-05-03,UPI,paid
INV-42-001268,Cred Avenue Pvt Ltd,18282.75,2026-08-10,card,paid
INV-42-001269,Priya Menon Consulting,1741.28,2026-01-29,UPI,paid
INV-42-001270,BigBasket Supermarket Pvt Ltd,9158.63,2025-03-07,NEFT,paid
INV-42-001271,Urban Company,4971.95,2026-02-08,NEFT,paid
INV-42-001272,Ola Fleet Technologies,7811.06,2026-08-22,UPI,paid
INV-42-001273,Cred Avenue Pvt Ltd,13278.09,2025-05-01,UPI,paid
INV-42-001274,Freshworks Inc,12376.21,2025-05-06,UPI,paid
INV-42-001275,Cred Avenue Pvt Ltd,3441.82,2025-02-05,UPI,paid
INV-42-001276,Tata Consultancy Services,4086.0,2025-05-24,NEFT,paid
INV-42-001277,Urban Company,25802.77,2026-07-06,UPI,paid
INV-42-001278,Rahul Sharma,4876.27,2026-07-20,UPI,paid
INV-42-001279,Swiggy Bundl Technologies,9936.98,2025-09-19,UPI,paid
INV-42-001280,Swiggy Bundl Technologies,2374.43,2026-03-12,card,paid
INV-42-001281,Freshworks Inc,10655.34,2025-07-17,NEFT,paid
INV-42-001282,Cred Avenue Pvt Ltd,8275.93,2025-06-07,UPI,paid
INV-42-001283,Infosys BPM Ltd,20995.55,2025-10-04,UPI,paid
INV-42-001284,Urban Company,5897.05,2025-10-07,UPI,paid
INV-42-001285,Tata Consultancy Services,13333.62,2026-06-24,NEFT,paid
INV-42-001286,Ola Fleet Technologies,7831.99,2026-08-09,card,paid
INV-42-001287,Meesho Inc,16955.87,2026-02-03,UPI,paid
INV-42-001288,Rahul Sharma,21903.52,2026-02-17,UPI,paid
INV-42-001289,Zomato Ltd,8306.56,2025-05-10,UPI,paid
INV-42-001290,Razorpay Software Pvt Ltd,48562.61,2026-01-15,NEFT,paid
INV-42-001291,Meesho Inc,11978.13,2025-12-29,RTGS,paid
INV-42-001292,Tata Consultancy Services,1197.2,2025-08-23,UPI,paid
INV-42-001293,Vikram Enterprises,6568.1,2025-04-03,NEFT,paid
INV-42-001294,Razorpay Software Pvt Ltd,1849.4,2025-03-28,NEFT,paid
INV-42-001295,Nykaa E-Retail Pvt Ltd,6381.24,2025-05-20,UPI,paid
INV-42-001296,Sundaram Logistics Pvt Ltd,5539.38,2025-01-08,NEFT,paid
INV-42-001297,Deepika Textiles Pvt Ltd,1784.76,2026-06-25,NEFT,paid
INV-42-001298,BigBasket Supermarket Pvt Ltd,3665.66,2025-05-17,UPI,paid
INV-42-001299,BigBasket Supermarket Pvt Ltd,6015.76,2025-04-26,UPI,paid
INV-42-001300,Ola Fleet Technologies,4328.15,2025-09-29,UPI,paid
INV-42-001301,Meesho Inc,4326.41,2026-06-12,RTGS,paid
INV-42-001302,BigBasket Supermarket Pvt Ltd,11559.52,2025-12-31,UPI,paid
INV-42-001303,Tata Consultancy Services,3188.41,2025-07-10,UPI,paid
INV-42-001304,BigBasket Supermarket Pvt Ltd,3005.87,2025-06-07,UPI,paid
INV-42-001305,Zomato Ltd,14112.18,2026-04-27,UPI,paid
INV-42-001306,Infosys BPM Ltd,14112.18,2026-04-26,card,paid
INV-42-001307,Tata Consultancy Services,7267.31,2026-03-21,UPI,paid
INV-42-001308,Priya Menon Consulting,3496.04,2025-05-17,UPI,paid
INV-42-001309,Lenskart Solutions Pvt Ltd,4210.09,2026-05-06,card,paid
INV-42-001310,PharmEasy Health Solutions,8413.07,2026-02-03,UPI,paid
INV-42-001311,Ola Fleet Technologies,3360.6,2025-01-14,RTGS,paid
INV-42-001312,Rahul Sharma,15491.69,2025-10-24,UPI,paid
INV-42-001313,BigBasket Supermarket Pvt Ltd,15846.37,2025-07-11,UPI,paid
INV-42-001314,PharmEasy Health Solutions,15026.05,2025-04-16,NEFT,paid
INV-42-001315,Freshworks Inc,10608.74,2025-05-16,UPI,paid
INV-42-001316,Freshworks Inc,5492.36,2025-08-25,UPI,paid
INV-42-001317,Zomato Ltd,7195.92,2025-04-23,UPI,paid
INV-42-001318,Infosys BPM Ltd,6727.96,2025-02-18,UPI,paid
INV-42-001319,Cred Avenue Pvt Ltd,5511.97,2025-10-14,card,paid
INV-42-001320,Freshworks Inc,24044.47,2025-11-08,UPI,paid
INV-42-001321,Rahul Sharma,13097.25,2026-01-05,NEFT,paid
INV-42-001322,Deepika Textiles Pvt Ltd,8698.56,2025-10-10,UPI,paid
INV-42-001323,PharmEasy Health Solutions,1962.99,2025-07-15,UPI,paid
INV-42-001324,Swiggy Bundl Technologies,4523.54,2025-07-26,UPI,paid
INV-42-001325,Swiggy Bundl Technologies,5229.86,2026-07-28,card,paid
INV-42-001326,BigBasket Supermarket Pvt Ltd,2568.82,2026-05-31,RTGS,paid
INV-42-001327,Meesho Inc,2568.82,2026-05-29,NEFT,paid
INV-42-001328,Zomato Ltd,13318.68,2025-07-14,NEFT,paid
INV-42-001329,Rahul Sharma,1020.7,2026-01-29,NEFT,paid
INV-42-001330,Meesho Inc,10637.65,2025-01-10,card,paid
INV-42-001331,BigBasket Supermarket Pvt Ltd,15921.14,2025-11-07,card,paid
INV-42-001332,Tata Consultancy Services,3797.94,2026-07-01,UPI,paid
INV-42-001333,Swiggy Bundl Technologies,1490.95,2025-09-12,card,paid
INV-42-001334,Swiggy Bundl Technologies,15135.74,2026-01-13,UPI,paid
INV-42-001335,PharmEasy Health Solutions,5321.43,2025-10-29,UPI,paid
INV-42-001336,Ola Fleet Technologies,15376.82,2025-10-14,UPI,paid
INV-42-001337,Cred Avenue Pvt Ltd,9926.26,2026-03-29,UPI,paid
INV-42-001338,Meesho Inc,55426.6,2025-06-09,UPI,paid
INV-42-001339,BigBasket Supermarket Pvt Ltd,2857.87,2026-05-23,UPI,paid
INV-42-001340,PharmEasy Health Solutions,3156.11,2025-07-04,NEFT,paid
INV-42-001341,Swiggy Bundl Technologies,3564.07,2025-07-12,UPI,paid
INV-42-001342,Razorpay Software Pvt Ltd,2198.84,2025-01-13,NEFT,paid
INV-42-001343,Zomato Ltd,68285.43,2025-02-14,UPI,paid
INV-42-001344,Tata Consultancy Services,43977.27,2025-01-10,card,paid
INV-42-001345,Anand Freelance Studio,3453.22,2025-07-27,UPI,paid
INV-42-001346,Lenskart Solutions Pvt Ltd,16370.45,2026-05-06,UPI,paid
INV-42-001347,Priya Menon Consulting,10142.2,2025-02-15,UPI,paid
INV-42-001348,Urban Company,14844.53,2025-08-18,UPI,paid
INV-42-001349,Swiggy Bundl Technologies,11046.57,2026-01-29,NEFT,paid
INV-42-001350,Lenskart Solutions Pvt Ltd,2063.28,2025-08-18,UPI,paid
INV-42-001351,Infosys BPM Ltd,9923.02,2025-03-28,card,unpaid
INV-42-001352,Freshworks Inc,9113.75,2026-03-12,UPI,paid
INV-42-001353,Tata Consultancy Services,17196.35,2025-04-17,UPI,paid
INV-42-001354,Infosys BPM Ltd,71977.06,2025-06-02,RTGS,paid
INV-42-001355,Swiggy Bundl Technologies,5403.89,2026-05-05,RTGS,paid
INV-42-001356,BigBasket Supermarket Pvt Ltd,12200.52,2025-11-27,card,paid
INV-42-001357,Infosys BPM Ltd,4993.11,2026-02-28,NEFT,paid
INV-42-001358,Swiggy Bundl Technologies,5430.52,2026-07-06,UPI,paid
INV-42-001359,Ola Fleet Technologies,5297.02,2026-03-08,UPI,paid
INV-42-001360,Ola Fleet Technologies,5040.37,2026-01-06,UPI,paid
INV-42-001361,Zomato Ltd,67945.98,2025-04-23,UPI,unpaid
INV-42-001362,PharmEasy Health Solutions,5595.02,2026-07-19,card,paid
INV-42-001363,Razorpay Software Pvt Ltd,13438.16,2025-01-27,NEFT,paid
INV-42-001364,Infosys BPM Ltd,13438.16,2025-01-27,NEFT,paid
INV-42-001365,Zomato Ltd,2584.35,2025-03-22,UPI,paid
INV-42-001366,Ola Fleet Technologies,4676.88,2026-04-27,NEFT,paid
INV-42-001367,Priya Menon Consulting,4788.5,2025-12-12,UPI,paid
INV-42-001368,Zomato Ltd,14124.45,2025-06-27,UPI,paid
INV-42-001369,Ola Fleet Technologies,76086.7,2026-07-22,NEFT,paid
INV-42-001370,Meesho Inc,5499.53,2025-06-10,UPI,paid
INV-42-001371,Infosys BPM Ltd,6885.01,2026-02-06,UPI,paid
INV-42-001372,Urban Company,7548.04,2026-02-19,RTGS,paid
INV-42-001373,Ola Fleet Technologies,10734.01,2025-04-22,UPI,paid
INV-42-001374,Deepika Textiles Pvt Ltd,5802.01,2025-06-16,UPI,paid
INV-42-001375,Meesho Inc,14375.39,2026-07-19,UPI,paid
INV-42-001376,Razorpay Software Pvt Ltd,1825.48,2025-02-15,NEFT,paid
INV-42-001377,Zomato Ltd,2490.9,2025-10-17,card,paid
INV-42-001378,Tata Consultancy Services,6234.67,2025-05-13,NEFT,paid
INV-42-001379,BigBasket Supermarket Pvt Ltd,12267.13,2025-06-03,UPI,paid
INV-42-001380,Nykaa E-Retail Pvt Ltd,1561.2,2025-03-22,card,paid
INV-42-001381,Anand Freelance Studio,22697.52,2025-06-14,card,paid
INV-42-001382,Sundaram Logistics Pvt Ltd,11523.95,2025-12-16,UPI,paid
INV-42-001383,Tata Consultancy Services,11743.81,2025-03-18,card,paid
INV-42-001384,Sundaram Logistics Pvt Ltd,14698.91,2025-03-31,UPI,paid
INV-42-001385,Freshworks Inc,5775.27,2026-08-14,UPI,paid
INV-42-001386,Freshworks Inc,14268.63,2026-04-30,card,paid
INV-42-001387,BigBasket Supermarket Pvt Ltd,33627.81,2026-01-08,card,paid
INV-42-001388,PharmEasy Health Solutions,2151.48,2025-11-18,UPI,paid
INV-42-001389,Nykaa E-Retail Pvt Ltd,17033.55,2025-02-28,NEFT,paid
INV-42-001390,Ola Fleet Technologies,5519.49,2026-02-13,card,paid
INV-42-001391,PharmEasy Health Solutions,12102.12,2026-04-25,NEFT,paid
INV-42-001392,Nykaa E-Retail Pvt Ltd,13592.97,2025-12-03,UPI,paid
INV-42-001393,Sundaram Logistics Pvt Ltd,13592.97,2025-12-02,UPI,paid
INV-42-001394,Nykaa E-Retail Pvt Ltd,2972.56,2025-08-07,UPI,paid
INV-42-001395,Meesho Inc,500.0,2026-01-06,RTGS,paid
INV-42-001396,Zomato Ltd,6575.51,2026-04-08,card,paid
INV-42-001397,Rahul Sharma,905.21,2025-04-05,card,paid
